Manchester City,Morgan Rogers,2021/2022
Manchester United,Sergio Romero,2021/2022
Manchester United,Sergio Romero,2020/2021
Manchester United,Sergio Romero,2019/2020
Manchester United,Sergio Romero,2018/2019
Manchester United,Sergio Romero,2017/2018
Manchester United,Sergio Romero,2016/2017
Manchester United,Sergio Romero,2015/2016
Southampton,Oriol Romeu,2021/2022
Southampton,Oriol Romeu,2020/2021
Southampton,Oriol Romeu,2019/2020
Southampton,Oriol Romeu,2018/2019
Southampton,Oriol Romeu,2017/2018
Southampton,Oriol Romeu,2016/2017
Southampton,Oriol Romeu,2015/2016
Chelsea,Oriol Romeu,2015/2016
Chelsea,Oriol Romeu,2014/2015
Chelsea,Oriol Romeu,2013/2014
Chelsea,Oriol Romeu,2012/2013
Chelsea,Oriol Romeu,2011/2012
Everton,Salomón Rondón,2021/2022
Newcastle United (Loan),Salomón Rondón,2019/2020
Newcastle United (Loan),Salomón Rondón,2018/2019
West Bromwich Albion,Salomón Rondón,2017/2018
West Bromwich Albion,Salomón Rondón,2016/2017
West Bromwich Albion,Salomón Rondón,2015/2016
Watford,Danny Rose,2021/2022
Newcastle United (Loan),Danny Rose,2020/2021
Newcastle United (Loan),Danny Rose,2019/2020
Tottenham Hotspur,Danny Rose,2019/2020
Tottenham Hotspur,Danny Rose,2018/2019
Tottenham Hotspur,Danny Rose,2017/2018
Tottenham Hotspur,Danny Rose,2016/2017
Tottenham Hotspur,Danny Rose,2015/2016
Tottenham Hotspur,Danny Rose,2014/2015
Tottenham Hotspur,Danny Rose,2013/2014
Sunderland (Loan),Danny Rose,2012/2013
Tottenham Hotspur,Danny Rose,2012/2013
Tottenham Hotspur,Danny Rose,2011/2012
Tottenham Hotspur,Danny Rose,2010/2011
Tottenham Hotspur,Danny Rose,2009/2010
Tottenham Hotspur,Danny Rose,2008/2009
Tottenham Hotspur,Danny Rose,2007/2008
Norwich City,Jonathan Rowe,2021/2022
Manchester City,Rúben Dias,2021/2022
Manchester City,Rúben Dias,2020/2021
Wolverhampton Wanderers,Rúben Neves,2021/2022
Wolverhampton Wanderers,Rúben Neves,2020/2021
Wolverhampton Wanderers,Rúben Neves,2019/2020
Wolverhampton Wanderers,Rúben Neves,2018/2019
Wolverhampton Wanderers,Rúben Vinagre,2021/2022
Wolverhampton Wanderers,Rúben Vinagre,2020/2021
Wolverhampton Wanderers,Rúben Vinagre,2019/2020
Wolverhampton Wanderers,Rúben Vinagre,2018/2019
Wolverhampton Wanderers (Loan),Rúben Vinagre,2018/2019
Wolverhampton Wanderers,John Ruddy,2021/2022
Wolverhampton Wanderers,John Ruddy,2020/2021
Wolverhampton Wanderers,John Ruddy,2019/2020
Wolverhampton Wanderers,John Ruddy,2018/2019
Norwich City,John Ruddy,2015/2016
Norwich City,John Ruddy,2013/2014
Norwich City,John Ruddy,2012/2013
Norwich City,John Ruddy,2011/2012
Everton,John Ruddy,2009/2010
Everton,John Ruddy,2008/2009
Everton,John Ruddy,2007/2008
Everton,John Ruddy,2006/2007
Everton,John Ruddy,2005/2006
Chelsea,Antonio Rüdiger,2021/2022
Chelsea,Antonio Rüdiger,2020/2021
Chelsea,Antonio Rüdiger,2019/2020
Chelsea,Antonio Rüdiger,2018/2019
Chelsea,Antonio Rüdiger,2017/2018
Wolverhampton Wanderers,Rui Patrício,2021/2022
Wolverhampton Wanderers,Rui Patrício,2020/2021
Wolverhampton Wanderers,Rui Patrício,2019/2020
Wolverhampton Wanderers,Rui Patrício,2018/2019
Arsenal,Rúnar Rúnarsson,2021/2022
Arsenal,Rúnar Rúnarsson,2020/2021
Norwich City,Lukas Rupp,2021/2022
Norwich City,Lukas Rupp,2019/2020
Arsenal (Loan),Mathew Ryan,2021/2022
Brighton and Hove Albion,Mathew Ryan,2021/2022
Arsenal (Loan),Mathew Ryan,2020/2021
Brighton and Hove Albion,Mathew Ryan,2020/2021
Brighton and Hove Albion,Mathew Ryan,2019/2020
Brighton and Hove Albion,Mathew Ryan,2018/2019
Brighton and Hove Albion,Mathew Ryan,2017/2018
Newcastle United,Allan Saint-Maximin,2021/2022
Newcastle United,Allan Saint-Maximin,2020/2021
Newcastle United,Allan Saint-Maximin,2019/2020
Wolverhampton Wanderers,Romain Saïss,2021/2022
Wolverhampton Wanderers,Romain Saïss,2020/2021
Wolverhampton Wanderers,Romain Saïss,2019/2020
Wolverhampton Wanderers,Romain Saïss,2018/2019
Newcastle United,Henri Saivet,2021/2022
Newcastle United,Henri Saivet,2020/2021
Newcastle United,Henri Saivet,2019/2020
Newcastle United,Henri Saivet,2017/2018
Newcastle United,Henri Saivet,2015/2016
Arsenal,Bukayo Saka,2021/2022
Arsenal,Bukayo Saka,2020/2021
Arsenal,Bukayo Saka,2019/2020
Arsenal,Bukayo Saka,2018/2019
Crystal Palace,Mamadou Sakho,2021/2022
Crystal Palace,Mamadou Sakho,2020/2021
Crystal Palace,Mamadou Sakho,2019/2020
Crystal Palace,Mamadou Sakho,2018/2019
Crystal Palace,Mamadou Sakho,2017/2018
Liverpool,Mamadou Sakho,2017/2018
Crystal Palace (Loan),Mamadou Sakho,2016/2017
Liverpool,Mamadou Sakho,2016/2017
Liverpool,Mamadou Sakho,2015/2016
Liverpool,Mamadou Sakho,2014/2015
Liverpool,Mamadou Sakho,2013/2014
Arsenal,William Saliba,2021/2022
Arsenal,William Saliba,2020/2021
Arsenal,William Saliba,2019/2020
Southampton,Mohammed Salisu,2021/2022
Southampton,Mohammed Salisu,2020/2021
Aston Villa,Mbwana Samatta,2021/2022
Aston Villa,Mbwana Samatta,2020/2021
Aston Villa,Mbwana Samatta,2019/2020
Arsenal,Albert Sambi Lokonga,2021/2022
Watford,Samir,2021/2022
Brighton and Hove Albion,Robert Sánchez,2021/2022
Brighton and Hove Albion,Robert Sánchez,2020/2021
Brighton & Hove Albion,Robert Sánchez,2019/2020
Brighton & Hove Albion,Robert Sánchez,2018/2019
Manchester United,Jadon Sancho,2021/2022
Manchester City,Jadon Sancho,2017/2018
Wolverhampton Wanderers,Dion Sanderson,2021/2022
Wolverhampton Wanderers,Dion Sanderson,2019/2020
Manchester City,Philippe Sandler,2021/2022
Manchester City,Philippe Sandler,2019/2020
Manchester City,Philippe Sandler,2018/2019
Aston Villa,Morgan Sanson,2021/2022
Aston Villa,Morgan Sanson,2020/2021
Norwich City,Joshua Sargent,2021/2022
Wolverhampton Wanderers,Matija Sarkic,2021/2022
Wolverhampton Wanderers,Matija Sarkic,2020/2021
Aston Villa,Matija Sarkic,2020/2021
Aston Villa,Matija Sarkic,2019/2020
Brighton and Hove Albion,Jeremy Sarmiento,2021/2022
Chelsea,Malang Sarr,2021/2022
Chelsea,Malang Sarr,2020/2021
Manchester United,Charlie Savage,2021/2022
Tottenham Hotspur,Dane Scarlett,2021/2022
Tottenham Hotspur,Dane Scarlett,2020/2021
Newcastle United,Fabian Schär,2021/2022
Newcastle United,Fabian Schär,2020/2021
Newcastle United,Fabian Schär,2019/2020
Newcastle United,Fabian Schär,2018/2019
Brighton and Hove Albion,Kjell Scherpen,2021/2022
Crystal Palace,Jeffrey Schlupp,2021/2022
Crystal Palace,Jeffrey Schlupp,2020/2021
Crystal Palace,Jeffrey Schlupp,2019/2020
Crystal Palace,Jeffrey Schlupp,2018/2019
Crystal Palace,Jeffrey Schlupp,2017/2018
Crystal Palace,Jeffrey Schlupp,2016/2017
Leicester City,Jeffrey Schlupp,2016/2017
Leicester City,Jeffrey Schlupp,2015/2016
Leicester City,Jeffrey Schlupp,2014/2015
Leicester City,Kasper Schmeichel,2021/2022
Leicester City,Kasper Schmeichel,2020/2021
Leicester City,Kasper Schmeichel,2019/2020
Leicester City,Kasper Schmeichel,2018/2019
Leicester City,Kasper Schmeichel,2017/2018
Leicester City,Kasper Schmeichel,2016/2017
Leicester City,Kasper Schmeichel,2015/2016
Leicester City,Kasper Schmeichel,2014/2015
Manchester City,Kasper Schmeichel,2008/2009
Manchester City,Kasper Schmeichel,2007/2008
Manchester City,Kasper Schmeichel,2006/2007
Manchester City,Kasper Schmeichel,2005/2006
Manchester City,Kasper Schmeichel,2004/2005
Manchester City,Kasper Schmeichel,2003/2004
Watford,Ken Sema,2021/2022
Watford,Ken Sema,2019/2020
Watford,Ken Sema,2018/2019
Tottenham Hotspur,Ryan Sessegnon,2021/2022
Tottenham Hotspur,Ryan Sessegnon,2020/2021
Tottenham Hotspur,Ryan Sessegnon,2019/2020
Fulham,Ryan Sessegnon,2018/2019
Wolverhampton Wanderers,Meritan Shabani,2021/2022
Wolverhampton Wanderers,Meritan Shabani,2020/2021
Wolverhampton Wanderers,Meritan Shabani,2019/2020
Leeds United,Jamie Shackleton,2021/2022
Leeds United,Jamie Shackleton,2020/2021
Liverpool,Xherdan Shaqiri,2021/2022
Liverpool,Xherdan Shaqiri,2020/2021
Liverpool,Xherdan Shaqiri,2019/2020
Liverpool,Xherdan Shaqiri,2018/2019
Stoke City,Xherdan Shaqiri,2017/2018
Stoke City,Xherdan Shaqiri,2016/2017
Stoke City,Xherdan Shaqiri,2015/2016
Chelsea,Teddy Sharman-Lowe,2021/2022
Manchester United,Luke Shaw,2021/2022
Manchester United,Luke Shaw,2020/2021
Manchester United,Luke Shaw,2019/2020
Manchester United,Luke Shaw,2018/2019
Manchester United,Luke Shaw,2017/2018
Manchester United,Luke Shaw,2016/2017
Manchester United,Luke Shaw,2015/2016
Manchester United,Luke Shaw,2014/2015
Southampton,Luke Shaw,2013/2014
Southampton,Luke Shaw,2012/2013
Newcastle United,Jonjo Shelvey,2021/2022
Newcastle United,Jonjo Shelvey,2020/2021
Newcastle United,Jonjo Shelvey,2019/2020
Newcastle United,Jonjo Shelvey,2018/2019
Newcastle United,Jonjo Shelvey,2017/2018
Newcastle United,Jonjo Shelvey,2015/2016
Swansea City,Jonjo Shelvey,2015/2016
Swansea City,Jonjo Shelvey,2014/2015
Swansea City,Jonjo Shelvey,2013/2014
Liverpool,Jonjo Shelvey,2012/2013
Liverpool,Jonjo Shelvey,2011/2012
Liverpool,Jonjo Shelvey,2010/2011
Brentford,Nathan Shepperd,2021/2022
Manchester United,Shola Shoretire,2021/2022
Manchester United,Shola Shoretire,2020/2021
Leicester City,Sidnei Tavares,2021/2022
Leicester City,Sidnei Tavares,2020/2021
Leicester City,Sidnei Tavares,2019/2020
Watford,Francisco Sierralta,2021/2022
Everton,Gylfi Sigurdsson,2021/2022
Everton,Gylfi Sigurdsson,2020/2021
Everton,Gylfi Sigurdsson,2019/2020
Everton,Gylfi Sigurdsson,2018/2019
Everton,Gylfi Sigurdsson,2017/2018
Swansea City,Gylfi Sigurdsson,2017/2018
Swansea City,Gylfi Sigurdsson,2016/2017
Swansea City,Gylfi Sigurdsson,2015/2016
Swansea City,Gylfi Sigurdsson,2014/2015
Tottenham Hotspur,Gylfi Sigurdsson,2013/2014
Tottenham Hotspur,Gylfi Sigurdsson,2012/2013
Swansea City (Loan),Gylfi Sigurdsson,2011/2012
Brighton and Hove Albion,Abdallah Sima,2021/2022
Southampton,Dynel Simeu,2021/2022
Chelsea,Dynel Simeu,2020/2021
Everton,Ellis Simms,2021/2022
Everton,Ellis Simms,2020/2021
Everton,Ellis Simms,2019/2020
West Ham United,Kamarai Simon-Swyer,2021/2022
Chelsea,Xavier Simons,2021/2022
Norwich City,Danel Sinani,2021/2022
Aston Villa,Viljami Sinisalo,2021/2022
Watford,Moussa Sissoko,2021/2022
Tottenham Hotspur,Moussa Sissoko,2021/2022
Tottenham Hotspur,Moussa Sissoko,2020/2021
Tottenham Hotspur,Moussa Sissoko,2019/2020
Tottenham Hotspur,Moussa Sissoko,2018/2019
Tottenham Hotspur,Moussa Sissoko,2017/2018
Tottenham Hotspur,Moussa Sissoko,2016/2017
Newcastle United,Moussa Sissoko,2015/2016
Newcastle United,Moussa Sissoko,2014/2015
Newcastle United,Moussa Sissoko,2013/2014
Newcastle United,Moussa Sissoko,2012/2013
Norwich City,Melvin Sitti,2021/2022
Norwich City,Melvin Sitti,2019/2020
Tottenham Hotspur,Oliver Skipp,2021/2022
Tottenham Hotspur,Oliver Skipp,2020/2021
Tottenham Hotspur,Oliver Skipp,2019/2020
Tottenham Hotspur,Oliver Skipp,2018/2019
Manchester City,Cieran Slicker,2021/2022
Southampton,Thierry Small,2021/2022
Everton,Thierry Small,2021/2022
Everton,Thierry Small,2020/2021
Southampton,William Smallbone,2021/2022
Southampton,William Smallbone,2020/2021
Southampton,William Smallbone,2019/2020
Southampton U21,William Smallbone,2019/2020
Arsenal,Tom Smith,2021/2022
Arsenal,Emile Smith Rowe,2021/2022
Arsenal,Emile Smith Rowe,2020/2021
Arsenal,Emile Smith Rowe,2019/2020
Arsenal,Emile Smith Rowe,2018/2019
Tottenham Hotspur,Son Heung-Min,2021/2022
Tottenham Hotspur,Son Heung-Min,2020/2021
Tottenham Hotspur,Son Heung-Min,2019/2020
Tottenham Hotspur,Son Heung-Min,2018/2019
Tottenham Hotspur,Son Heung-Min,2017/2018
Tottenham Hotspur,Son Heung-Min,2016/2017
Tottenham Hotspur,Son Heung-Min,2015/2016
Wolverhampton Wanderers,Andreas Söndergaard,2021/2022
Wolverhampton Wanderers,Andreas Söndergaard,2020/2021
Wolverhampton Wanderers,Andreas Söndergaard,2019/2020
Chelsea,Jude Soonsup-Bell,2021/2022
Norwich City,Sebastian Soto,2021/2022
West Ham United,Tomas Soucek,2021/2022
West Ham United,Tomas Soucek,2020/2021
West Ham United (Loan),Tomas Soucek,2019/2020
Leicester City,Boubakary Soumaré,2021/2022
Leicester City,Kamal Sowah,2021/2022
Leicester City,Çaglar Söyüncü,2021/2022
Leicester City,Çaglar Söyüncü,2020/2021
Leicester City,Çaglar Söyüncü,2019/2020
Leicester City,Çaglar Söyüncü,2018/2019
Norwich City,Tony Springett,2021/2022
Brighton and Hove Albion,Jason Steele,2021/2022
Brighton & Hove Albion,Jason Steele,2020/2021
Brighton and Hove Albion,Jason Steele,2019/2020
Brighton and Hove Albion,Jason Steele,2018/2019
Middlesbrough,Jason Steele,2008/2009
Middlesbrough,Jason Steele,2007/2008
Aston Villa,Jed Steer,2021/2022
Aston Villa,Jed Steer,2020/2021
Aston Villa,Jed Steer,2019/2020
Aston Villa,Jed Steer,2015/2016
Aston Villa,Jed Steer,2014/2015
Aston Villa,Jed Steer,2013/2014
Norwich City,Jed Steer,2012/2013
Norwich City,Jed Steer,2011/2012
Manchester City,Zack Steffen,2021/2022
Manchester City,Zack Steffen,2020/2021
Manchester City,Zack Steffen,2019/2020
Burnley,Dale Stephens,2021/2022
Burnley,Dale Stephens,2020/2021
Brighton and Hove Albion,Dale Stephens,2020/2021
Brighton and Hove Albion,Dale Stephens,2019/2020
Brighton and Hove Albion,Dale Stephens,2018/2019
Brighton and Hove Albion,Dale Stephens,2017/2018
Chelsea,Dujon Sterling,2021/2022
Chelsea,Dujon Sterling,2019/2020
Chelsea,Dujon Sterling,2018/2019
Chelsea,Dujon Sterling,2017/2018
Brentford,Finley Stevens,2021/2022
Watford,Toby Stevenson,2021/2022
Norwich City,Marco Stiepermann,2021/2022
Norwich City,Marco Stiepermann,2019/2020
Leicester City,Jakub Stolarczyk,2021/2022
Leicester City,Jakub Stolarczyk,2020/2021
Manchester City,John Stones,2021/2022
Manchester City,John Stones,2020/2021
Manchester City,John Stones,2019/2020
Manchester City,John Stones,2018/2019
Manchester City,John Stones,2017/2018
Manchester City,John Stones,2016/2017
Everton,John Stones,2016/2017
Everton,John Stones,2015/2016
Everton,John Stones,2014/2015
Everton,John Stones,2013/2014
Everton,John Stones,2012/2013
Wolverhampton Wanderers,James Storer,2021/2022
Crystal Palace,Robert Street,2021/2022
Leeds United,Pascal Struijk,2021/2022
Leeds United,Pascal Struijk,2020/2021
Southampton,Stuart Armstrong,2021/2022
Southampton,Stuart Armstrong,2020/2021
Southampton,Stuart Armstrong,2019/2020
Southampton,Stuart Armstrong,2018/2019
Watford,Isaac Success,2021/2022
Watford,Isaac Success,2019/2020
Watford,Isaac Success,2018/2019
Watford,Isaac Success,2017/2018
Watford,Isaac Success,2016/2017
Leicester City,Thanawat Suengchitthawon,2021/2022
Leicester City,Thanawat Suengchitthawon,2020/2021
Leeds United U21,Crysencio Summerville,2021/2022
Leeds United,Crysencio Summerville,2021/2022
Leeds United U21,Crysencio Summerville,2020/2021
Arsenal,Zak Swanson,2021/2022
Aston Villa U21,Sil Swinkels,2021/2022
Aston Villa,Sil Swinkels,2021/2022
Aston Villa U21,Sil Swinkels,2020/2021
Norwich City,Jacob Sørensen,2021/2022
Aston Villa,Michael Tait,2021/2022
Aston Villa,Michael Tait,2020/2021
Tottenham Hotspur U21,Japhet Tanganga,2021/2022
Tottenham Hotspur U21,Japhet Tanganga,2020/2021
Tottenham Hotspur U21,Japhet Tanganga,2019/2020
Tottenham Hotspur,Japhet Tanganga,2018/2019
Newcastle United (Loan),Matt Targett,2021/2022
Aston Villa,Matt Targett,2021/2022
Aston Villa,Matt Targett,2020/2021
Aston Villa,Matt Targett,2019/2020
Southampton,Matt Targett,2019/2020
Fulham (Loan),Matt Targett,2018/2019
Southampton,Matt Targett,2018/2019
Southampton,Matt Targett,2017/2018
Southampton,Matt Targett,2016/2017
Southampton,Matt Targett,2015/2016
Southampton,Matt Targett,2014/2015
Southampton,Matt Targett,2013/2014
Burnley,James Tarkowski,2021/2022
Burnley,James Tarkowski,2020/2021
Burnley,James Tarkowski,2019/2020
Burnley,James Tarkowski,2018/2019
Burnley,James Tarkowski,2017/2018
Burnley,James Tarkowski,2016/2017
Brighton and Hove Albion,Percy Tau,2021/2022
Brighton and Hove Albion,Percy Tau,2020/2021
Brighton and Hove Albion,Percy Tau,2019/2020
Brighton and Hove Albion,Percy Tau,2018/2019
Aston Villa,Neil Taylor,2021/2022
Aston Villa,Neil Taylor,2020/2021
Aston Villa,Neil Taylor,2019/2020
Swansea City,Neil Taylor,2016/2017
Swansea City,Neil Taylor,2015/2016
Swansea City,Neil Taylor,2014/2015
Swansea City,Neil Taylor,2013/2014
Swansea City,Neil Taylor,2012/2013
Swansea City,Neil Taylor,2011/2012
Southampton,Allan Tchaptchet,2021/2022
Southampton,Allan Tchaptchet,2020/2021
Southampton,Nathan Tella,2021/2022
Southampton,Nathan Tella,2020/2021
Southampton,Nathan Tella,2019/2020
Liverpool,Thiago,2021/2022
Liverpool,Thiago,2020/2021
Chelsea,Thiago Silva,2021/2022
Chelsea,Thiago Silva,2020/2021
Burnley,Bobby Thomas,2021/2022
Burnley,Bobby Thomas,2020/2021
Burnley,Bobby Thomas,2019/2020
Brentford,Dominic Thompson,2021/2022
Arsenal U21,Dominic Thompson,2019/2020
Leicester City,Youri Tielemans,2021/2022
Leicester City,Youri Tielemans,2020/2021
Leicester City,Youri Tielemans,2019/2020
Leicester City (Loan),Youri Tielemans,2019/2020
Leicester City (Loan),Youri Tielemans,2018/2019
Arsenal,Kieran Tierney,2021/2022
Arsenal,Kieran Tierney,2020/2021
Arsenal,Kieran Tierney,2019/2020
Watford,Tom Dele-Bashiru,2021/2022
Watford,Tom Dele-Bashiru,2019/2020
Manchester City,Tom Dele-Bashiru,2018/2019
Manchester City,Tom Dele-Bashiru,2017/2018
Arsenal,Takehiro Tomiyasu,2021/2022
Crystal Palace,James Tomkins,2021/2022
Crystal Palace,James Tomkins,2020/2021
Crystal Palace,James Tomkins,2019/2020
Crystal Palace,James Tomkins,2018/2019
Crystal Palace,James Tomkins,2017/2018
Crystal Palace,James Tomkins,2016/2017
West Ham United,James Tomkins,2016/2017
West Ham United,James Tomkins,2015/2016
West Ham United,James Tomkins,2014/2015
West Ham United,James Tomkins,2013/2014
West Ham United,James Tomkins,2012/2013
West Ham United,James Tomkins,2010/2011
West Ham United,James Tomkins,2009/2010
West Ham United,James Tomkins,2008/2009
West Ham United,James Tomkins,2007/2008
Norwich City,Jonathan Tomkinson,2021/2022
Aston Villa,Tommi O'Reilly,2021/2022
Chelsea,Fikayo Tomori,2021/2022
Chelsea,Fikayo Tomori,2020/2021
Chelsea,Fikayo Tomori,2019/2020
Chelsea,Fikayo Tomori,2018/2019
Chelsea,Fikayo Tomori,2017/2018
Chelsea,Fikayo Tomori,2016/2017
Chelsea,Fikayo Tomori,2015/2016
Brentford,Ivan Toney,2021/2022
Newcastle United,Ivan Toney,2015/2016
Arsenal,Lucas Torreira,2021/2022
Arsenal,Lucas Torreira,2020/2021
Arsenal,Lucas Torreira,2019/2020
Arsenal,Lucas Torreira,2018/2019
Manchester City,Ferran Torres,2021/2022
Manchester City,Ferran Torres,2020/2021
Everton,Cenk Tosun,2021/2022
Everton,Cenk Tosun,2020/2021
Crystal Palace (Loan),Cenk Tosun,2019/2020
Everton,Cenk Tosun,2019/2020
Everton (Loan),Cenk Tosun,2019/2020
Everton (Loan),Cenk Tosun,2018/2019
Everton (Loan),Cenk Tosun,2017/2018
Wolverhampton Wanderers,Toti,2021/2022
Everton,Andros Townsend,2021/2022
Crystal Palace,Andros Townsend,2021/2022
Crystal Palace,Andros Townsend,2020/2021
Crystal Palace,Andros Townsend,2019/2020
Crystal Palace,Andros Townsend,2018/2019
Crystal Palace,Andros Townsend,2017/2018
Crystal Palace,Andros Townsend,2016/2017
Newcastle United,Andros Townsend,2015/2016
Tottenham Hotspur,Andros Townsend,2015/2016
Tottenham Hotspur,Andros Townsend,2014/2015
Tottenham Hotspur,Andros Townsend,2013/2014
Queens Park Rangers (Loan),Andros Townsend,2012/2013
Tottenham Hotspur,Andros Townsend,2012/2013
Tottenham Hotspur,Andros Townsend,2011/2012
Tottenham Hotspur,Andros Townsend,2010/2011
Tottenham Hotspur,Andros Townsend,2009/2010
Tottenham Hotspur,Andros Townsend,2008/2009
Manchester City U21,James Trafford,2021/2022
Manchester City U21,James Trafford,2020/2021
Aston Villa,Bertrand Traoré,2021/2022
Aston Villa,Bertrand Traoré,2020/2021
Chelsea,Bertrand Traoré,2016/2017
Chelsea,Bertrand Traoré,2015/2016
Chelsea,Bertrand Traoré,2014/2015
Chelsea,Bertrand Traoré,2013/2014
Aston Villa,Trézéguet,2021/2022
Aston Villa,Trézéguet,2020/2021
Aston Villa,Trézéguet,2019/2020
Wolverhampton Wanderers (Loan),Trincão,2021/2022
Newcastle United,Kieran Trippier,2021/2022
Tottenham Hotspur,Kieran Trippier,2019/2020
Tottenham Hotspur,Kieran Trippier,2018/2019
Tottenham Hotspur,Kieran Trippier,2017/2018
Tottenham Hotspur,Kieran Trippier,2016/2017
Tottenham Hotspur,Kieran Trippier,2015/2016
Burnley,Kieran Trippier,2014/2015
Manchester City,Kieran Trippier,2011/2012
Manchester City,Kieran Trippier,2010/2011
Manchester City,Kieran Trippier,2009/2010
Watford,William Troost-Ekong,2021/2022
Brighton and Hove Albion,Leandro Trossard,2021/2022
Brighton and Hove Albion,Leandro Trossard,2020/2021
Brighton and Hove Albion,Leandro Trossard,2019/2020
West Ham United,Nathan Trott,2021/2022
West Ham United,Nathan Trott,2020/2021
West Ham United,Nathan Trott,2019/2020
West Ham United,Nathan Trott,2018/2019
West Ham United,Nathan Trott,2017/2018
Arsenal,Auston Trusty,2021/2022
Norwich City,Tom Trybull,2021/2022
Norwich City,Tom Trybull,2019/2020
Liverpool,Konstantinos Tsimikas,2021/2022
Liverpool,Konstantinos Tsimikas,2020/2021
Brighton & Hove Albion,Antef Tsoungui,2021/2022
Aston Villa (Loan),Axel Tuanzebe,2021/2022
